Timestamp,Generation,NumSpecies,AvgFitness,StdFitness,BestFitness,BestApples,BestGenomeSize,BestSpeciesID,GenerationTime
2025-06-18T08:25:05,0,1,-1.08125,0.10662,-0.47500,0.00000,"(3, 0)",1,0.151
2025-06-18T08:25:05,1,1,-0.93405,0.26837,-0.34500,0.00000,"(3, 1)",1,0.132
2025-06-18T08:25:05,2,3,-0.80365,0.18105,-0.71000,0.00000,"(4, 3)",1,0.134
2025-06-18T08:25:05,3,3,-0.79230,0.16666,-0.46000,0.00000,"(4, 4)",2,0.169
2025-06-18T08:25:05,4,3,-0.76323,0.18987,-0.61500,0.00000,"(4, 4)",1,0.151
2025-06-18T08:25:06,5,3,-0.75485,0.10821,-0.72000,0.00000,"(3, 4)",1,0.153
2025-06-18T08:25:06,6,3,-0.76023,0.12957,-0.34500,0.00000,"(3, 6)",1,0.255
2025-06-18T08:25:06,7,3,-0.78917,0.16046,-0.71000,0.00000,"(4, 7)",1,0.180
2025-06-18T08:25:06,8,4,-0.79158,0.20316,-0.72000,0.00000,"(3, 2)",3,0.191
2025-06-18T08:25:07,9,4,-0.11334,0.25537,0.04000,1.00000,"(3, 6)",3,0.294
2025-06-18T08:25:07,10,4,-0.75490,0.16371,-0.34500,0.00000,"(4, 5)",1,0.185
2025-06-18T08:25:07,11,4,-0.84162,0.20338,-0.72000,0.00000,"(3, 7)",3,0.179
2025-06-18T08:25:07,12,4,-0.58731,0.26702,0.25000,1.00000,"(3, 4)",3,0.181
2025-06-18T08:25:08,13,4,-0.58603,0.41180,0.00500,0.50000,"(3, 5)",4,0.153
2025-06-18T08:25:08,14,4,-0.73070,0.11778,-0.21500,0.00000,"(3, 10)",2,0.169
2025-06-18T08:25:08,15,4,-0.80522,0.16947,-0.71500,0.00000,"(3, 9)",3,0.173
2025-06-18T08:25:08,16,4,-0.72229,0.14863,-0.25000,0.50000,"(4, 8)",1,0.209
2025-06-18T08:25:08,17,4,-0.72866,0.12799,-0.23500,0.00000,"(3, 13)",1,0.157
2025-06-18T08:25:09,18,4,-0.41276,0.39355,0.35000,1.00000,"(5, 11)",3,0.256
2025-06-18T08:25:09,19,4,-1.01900,0.33721,-0.34500,0.00000,"(3, 7)",4,0.171
2025-06-18T08:25:09,20,4,-0.79523,0.17029,-0.70000,0.00000,"(4, 14)",2,0.160
2025-06-18T08:25:09,21,4,-0.74661,0.17771,-0.62000,0.00000,"(3, 11)",3,0.160
2025-06-18T08:25:10,22,4,-0.79430,0.16995,-0.71000,0.00000,"(5, 14)",2,0.180
2025-06-18T08:25:10,23,4,-0.78047,0.16300,-0.72000,0.00000,"(4, 12)",1,0.174
2025-06-18T08:25:10,24,4,-0.76080,0.12949,-0.72000,0.00000,"(3, 7)",2,0.196
2025-06-18T08:25:10,25,2,-0.67445,0.12476,-0.62000,0.00000,"(4, 12)",1,0.168
2025-06-18T08:25:10,26,2,-0.76087,0.12323,-0.72000,0.00000,"(4, 12)",1,0.212
