Timestamp,Generation,NumSpecies,AvgFitness,StdFitness,BestFitness,BestApples,BestGenomeSize,BestSpeciesID,GenerationTime
2025-06-19T03:01:36,0,1,-6.13125,0.10662,-5.52500,0.00000,"(3, 0)",1,40.810
2025-06-19T03:02:08,1,1,-5.95875,0.27617,-5.37500,0.00000,"(3, 1)",1,31.360
2025-06-19T03:02:48,2,1,-5.80438,0.57724,0.05000,1.00000,"(3, 2)",1,39.882
2025-06-19T03:03:33,3,2,-6.08162,0.69360,-3.20000,0.50000,"(3, 3)",1,45.074
2025-06-19T03:04:16,4,2,-5.78225,0.61749,-2.90000,0.50000,"(3, 4)",1,43.194
2025-06-19T03:05:05,5,2,-6.08475,1.08401,-3.27500,0.50000,"(3, 3)",1,48.810
2025-06-19T03:05:54,6,3,-5.88012,0.83607,-2.52500,0.50000,"(3, 6)",2,49.489
2025-06-19T03:06:53,7,3,-5.99375,1.04778,-2.55000,0.50000,"(4, 8)",3,58.709
2025-06-19T03:07:54,8,3,-6.02200,1.53705,2.67500,1.50000,"(4, 9)",3,60.856
2025-06-19T03:08:51,9,3,-3.75879,2.46558,0.10000,1.00000,"(4, 9)",3,57.431
2025-06-19T03:09:43,10,3,-5.95400,1.05581,-1.05000,1.00000,"(3, 6)",1,52.137
2025-06-19T03:10:27,11,3,-5.57148,1.32473,2.40000,1.50000,"(4, 11)",3,43.523
2025-06-19T03:11:21,12,3,-5.00725,1.72352,0.20000,1.00000,"(4, 11)",1,54.096
2025-06-19T03:12:23,13,3,-5.18850,1.70463,0.67500,1.50000,"(4, 11)",1,61.462
2025-06-19T03:13:30,14,3,-6.21763,1.13962,-2.90000,0.50000,"(3, 8)",1,67.550
2025-06-19T03:14:35,15,3,-6.35875,0.94013,-2.77500,1.00000,"(6, 14)",3,64.268
2025-06-19T03:15:29,16,4,-5.37662,1.31464,-0.07500,1.00000,"(3, 6)",3,53.810
2025-06-19T03:16:28,17,4,-5.86219,1.16933,-0.17500,1.00000,"(4, 14)",4,59.317
2025-06-19T03:17:33,18,4,-4.72675,2.06251,0.20000,1.00000,"(4, 13)",2,65.133
2025-06-19T03:18:49,19,6,-6.69038,1.23010,-1.55000,1.00000,"(4, 18)",3,76.084
2025-06-19T03:19:56,20,6,-6.04602,1.20602,-0.42500,1.00000,"(3, 12)",6,66.504
2025-06-19T03:21:07,21,6,-5.35908,1.54240,0.07500,1.00000,"(5, 18)",6,71.328
2025-06-19T03:22:28,22,6,-6.51119,1.62608,-0.17500,1.00000,"(3, 13)",6,80.923
2025-06-19T03:23:41,23,6,-6.54937,1.30083,-2.77500,0.50000,"(4, 15)",3,73.199
2025-06-19T03:24:34,24,6,-6.15126,1.09449,-2.67500,0.50000,"(4, 20)",4,53.020
2025-06-19T03:25:45,25,4,-5.94575,1.21220,-0.47500,1.00000,"(4, 16)",1,70.528
2025-06-19T03:26:48,26,4,-6.18350,1.27113,0.07500,1.00000,"(5, 14)",6,63.435
2025-06-19T03:27:47,27,4,-5.13437,1.41364,0.00000,1.00000,"(3, 14)",6,58.704
2025-06-19T03:29:00,28,3,-6.61987,1.23700,-2.90000,0.50000,"(4, 18)",6,72.876
2025-06-19T03:30:03,29,3,-6.29850,1.07442,-2.45000,0.50000,"(6, 20)",6,62.555
2025-06-19T03:31:02,30,3,-6.13362,1.18470,-0.30000,1.00000,"(5, 18)",6,59.425
2025-06-19T03:32:05,31,4,-6.45162,1.15570,-2.67500,0.50000,"(5, 18)",6,63.102
2025-06-19T03:32:54,32,4,-5.93812,0.93145,0.02500,1.00000,"(3, 16)",6,48.723
2025-06-19T03:33:47,33,4,-5.77737,1.09907,-2.65000,0.50000,"(4, 20)",5,53.048
2025-06-19T03:34:50,34,5,-5.86219,1.48510,4.55000,2.00000,"(4, 18)",4,62.818
2025-06-19T03:35:59,35,5,-5.14108,1.75756,2.05000,1.50000,"(6, 25)",7,68.484
2025-06-19T03:37:20,36,4,-6.41313,1.51705,-2.05000,1.00000,"(6, 24)",7,80.982
2025-06-19T03:38:35,37,4,-6.65437,1.52217,-2.65000,0.50000,"(6, 22)",7,74.961
2025-06-19T03:39:49,38,4,-5.85327,1.94493,0.17500,1.00000,"(3, 19)",8,74.146
2025-06-19T03:41:00,39,4,-6.14062,1.16964,-2.65000,0.50000,"(3, 21)",8,70.862
2025-06-19T03:42:08,40,4,-6.24575,1.25538,-0.30000,1.00000,"(4, 12)",7,68.657
2025-06-19T03:43:22,41,4,-4.05162,1.86359,3.82500,2.00000,"(4, 15)",5,73.908
2025-06-19T03:44:34,42,4,-6.28507,1.23952,-1.17500,1.00000,"(4, 13)",5,71.328
2025-06-19T03:45:51,43,4,-6.59689,1.32155,-0.60000,1.00000,"(5, 22)",8,77.332
2025-06-19T03:47:00,44,4,-6.20938,1.26314,-0.42500,1.00000,"(4, 16)",5,68.833
2025-06-19T03:48:09,45,4,-5.02325,1.62741,2.67500,1.50000,"(6, 27)",7,69.213
2025-06-19T03:49:16,46,4,-6.50704,1.23245,-0.97500,1.00000,"(5, 27)",5,66.518
2025-06-19T03:50:18,47,4,-5.88700,1.15170,-2.07500,1.00000,"(4, 22)",8,62.256
2025-06-19T03:51:29,48,4,-5.62663,1.50893,2.12500,1.50000,"(5, 27)",5,70.597
2025-06-19T03:52:35,49,4,-6.04812,1.35888,-0.92500,1.00000,"(5, 29)",8,66.495
2025-06-19T03:53:40,50,4,-5.28141,1.60265,5.12500,2.00000,"(5, 20)",5,64.364
2025-06-19T03:54:52,51,4,-6.17814,1.26841,-0.75000,1.00000,"(6, 28)",7,72.148
2025-06-19T03:56:05,52,4,-6.60540,1.61536,-0.70000,1.00000,"(4, 24)",8,72.808
2025-06-19T03:57:08,53,4,-6.25415,1.20849,-1.05000,1.00000,"(4, 20)",5,63.097
2025-06-19T03:58:03,54,4,-5.84938,1.09053,-0.20000,1.00000,"(4, 24)",8,54.551
2025-06-19T03:59:08,55,5,-6.25388,1.15437,-0.55000,1.00000,"(4, 24)",5,65.057
2025-06-19T04:00:04,56,5,-6.15585,0.92675,-0.55000,1.00000,"(5, 29)",8,56.538
2025-06-19T04:00:57,57,4,-6.28188,0.71254,-4.65000,0.50000,"(6, 31)",7,52.413
2025-06-19T04:01:36,58,3,-5.94800,0.76468,-2.92500,0.50000,"(5, 33)",8,38.886
2025-06-19T04:02:21,59,2,-5.86612,0.70767,-0.67500,1.00000,"(3, 27)",9,45.107
2025-06-19T04:03:03,60,2,-3.42350,1.61315,2.45000,1.50000,"(4, 31)",8,41.888
2025-06-19T04:03:50,61,2,-5.80825,1.08133,-0.15000,1.00000,"(5, 31)",9,47.066
2025-06-19T04:04:41,62,2,-6.09937,0.82650,-3.17500,0.50000,"(5, 33)",8,50.600
2025-06-19T04:05:27,63,2,-1.71075,2.46445,0.40000,1.00000,"(4, 27)",9,46.270
2025-06-19T04:06:14,64,2,-5.87862,0.61487,-2.95000,0.50000,"(6, 40)",8,47.146
2025-06-19T04:07:06,65,2,-5.22000,1.24194,-0.95000,1.00000,"(4, 31)",8,51.286
2025-06-19T04:08:04,66,2,-5.48287,1.52985,0.17500,1.00000,"(6, 37)",8,58.402
2025-06-19T04:09:15,67,2,-6.31538,1.24529,-0.17500,1.00000,"(5, 38)",8,70.760
2025-06-19T04:10:19,68,2,-6.45625,1.08040,-2.72500,1.00000,"(5, 34)",8,64.058
2025-06-19T04:11:16,69,2,-6.30037,1.03729,-1.95000,1.00000,"(5, 31)",9,56.783
2025-06-19T04:12:03,70,2,-6.10175,1.04686,-2.55000,0.50000,"(5, 37)",8,47.261
2025-06-19T04:12:48,71,2,-5.94463,0.81697,-0.47500,1.00000,"(5, 39)",8,44.288
2025-06-19T04:13:38,72,2,-6.14500,0.92119,-3.40000,0.50000,"(6, 38)",9,50.031
2025-06-19T04:14:27,73,2,-6.00100,0.85973,-2.42500,0.50000,"(6, 39)",9,49.512
2025-06-19T04:15:17,74,3,-6.12862,0.84978,-2.52500,0.50000,"(7, 38)",9,49.450
2025-06-19T04:16:14,75,3,-5.94560,1.16310,0.05000,1.00000,"(5, 38)",9,57.380
2025-06-19T04:17:18,76,3,-5.30013,1.38712,1.65000,1.50000,"(6, 43)",8,63.780
2025-06-19T04:18:27,77,3,-5.80775,1.35359,-0.05000,1.00000,"(5, 41)",8,69.062
2025-06-19T04:19:30,78,3,-4.38405,2.19228,2.55000,1.50000,"(8, 47)",8,62.113
2025-06-19T04:20:21,79,2,-6.08150,0.74898,-3.02500,0.50000,"(5, 42)",8,51.411
2025-06-19T04:21:11,80,2,-5.45125,1.23714,-1.45000,1.00000,"(4, 36)",10,49.536
2025-06-19T04:22:06,81,2,-5.94487,0.97089,-0.05000,1.00000,"(4, 34)",8,55.717
2025-06-19T04:23:03,82,2,-5.90512,1.02698,-2.40000,0.50000,"(5, 35)",10,56.767
2025-06-19T04:23:58,83,2,-5.85525,0.98562,-2.65000,0.50000,"(4, 35)",10,54.880
2025-06-19T04:24:55,84,2,-6.18300,1.17240,-0.05000,1.00000,"(6, 49)",8,56.770
2025-06-19T04:25:57,85,2,-5.95087,0.95275,-0.07500,1.00000,"(5, 46)",8,61.768
2025-06-19T04:26:58,86,2,-6.22250,0.92354,-3.02500,0.50000,"(5, 35)",10,60.827
2025-06-19T04:28:00,87,2,-6.35825,1.12056,-0.67500,1.00000,"(5, 36)",10,61.650
2025-06-19T04:29:03,88,2,-5.37712,1.42400,-0.17500,1.00000,"(6, 37)",10,62.819
2025-06-19T04:30:07,89,2,-6.22800,1.13198,-2.70000,0.50000,"(6, 38)",10,64.192
2025-06-19T04:31:13,90,2,-6.26687,1.08743,-2.77500,0.50000,"(3, 32)",8,66.486
2025-06-19T04:32:14,91,2,-6.45925,0.95915,-2.52500,0.50000,"(5, 38)",10,60.352
2025-06-19T04:33:11,92,2,-6.12350,1.10812,-2.67500,0.50000,"(5, 37)",10,57.001
2025-06-19T04:33:59,93,3,-6.07688,0.78793,-2.70000,0.50000,"(4, 40)",11,47.566
